Year,Month,Province,Production_e3m3d
2017,March,NWT & Yukon,10
2017,March,New Brunswick,248
2017,March,Nova Scotia,4675
2017,March,Ontario,201
2017,March,Saskatchewan,11471
2017,April,Alberta,299996
2017,April,British Columbia,125649
2017,April,Canada Total,441547
2017,April,NWT & Yukon,17
2017,April,New Brunswick,13
2017,April,Nova Scotia,3889
2017,April,Ontario,201
2017,April,Saskatchewan,11782
2017,May,Alberta,291592
2017,May,British Columbia,125209
2017,May,Canada Total,431734
2017,May,NWT & Yukon,18
2017,May,New Brunswick,5
2017,May,Nova Scotia,3666
2017,May,Ontario,202
2017,May,Saskatchewan,11043
2017,June,Alberta,294609
2017,June,British Columbia,106877
2017,June,Canada Total,416336
2017,June,NWT & Yukon,8
2017,June,New Brunswick,1
2017,June,Nova Scotia,3567
2017,June,Ontario,202
2017,June,Saskatchewan,11072
2017,July,Alberta,298797
2017,July,British Columbia,115472
2017,July,Canada Total,428820
2017,July,NWT & Yukon,6
2017,July,New Brunswick,1
2017,July,Nova Scotia,3105
2017,July,Ontario,202
2017,July,Saskatchewan,11237
2017,August,Alberta,289446
2017,August,British Columbia,120180
2017,August,Canada Total,422905
2017,August,NWT & Yukon,6
2017,August,New Brunswick,1
2017,August,Nova Scotia,1729
2017,August,Ontario,202
2017,August,Saskatchewan,11341
2017,September,Alberta,295767
2017,September,British Columbia,123704
2017,September,Canada Total,433889
2017,September,NWT & Yukon,17
2017,September,New Brunswick,0
2017,September,Nova Scotia,2818
2017,September,Ontario,263
2017,September,Saskatchewan,11319
2017,October,Alberta,294948
2017,October,British Columbia,129133
2017,October,Canada Total,439069
2017,October,NWT & Yukon,4
2017,October,New Brunswick,0
2017,October,Nova Scotia,3043
2017,October,Ontario,266
2017,October,Saskatchewan,11674
2017,November,Alberta,307146
2017,November,British Columbia,141413
2017,November,Canada Total,463264
2017,November,NWT & Yukon,21
2017,November,New Brunswick,6
2017,November,Nova Scotia,2757
2017,November,Ontario,249
2017,November,Saskatchewan,11672
2017,December,Alberta,307858
2017,December,British Columbia,145958
2017,December,Canada Total,468282
2017,December,NWT & Yukon,22
2017,December,New Brunswick,270
2017,December,Nova Scotia,2730
2017,December,Ontario,242
2017,December,Saskatchewan,11202
2018,January,Alberta,306201
2018,January,British Columbia,147609
2018,January,Canada Total,467816
2018,January,NWT & Yukon,13
2018,January,New Brunswick,390
2018,January,Nova Scotia,2271
2018,January,Ontario,242
2018,January,Saskatchewan,11090
2018,February,Alberta,304698
2018,February,British Columbia,147220
2018,February,Canada Total,465544
2018,February,NWT & Yukon,4
2018,February,New Brunswick,363
2018,February,Nova Scotia,2390
2018,February,Ontario,244
2018,February,Saskatchewan,10625
2018,March,Alberta,306639
2018,March,British Columbia,148664
2018,March,Canada Total,469118
2018,March,NWT & Yukon,1
2018,March,New Brunswick,328
2018,March,Nova Scotia,2289
2018,March,Ontario,210
2018,March,Saskatchewan,10987
2018,April,Alberta,302282
2018,April,British Columbia,149988
2018,April,Canada Total,466434
2018,April,NWT & Yukon,8
2018,April,New Brunswick,283
2018,April,Nova Scotia,2328
2018,April,Ontario,244
2018,April,Saskatchewan,11301
2018,May,Alberta,290408
2018,May,British Columbia,143103
2018,May,Canada Total,447591
2018,May,NWT & Yukon,8
2018,May,New Brunswick,28
2018,May,Nova Scotia,2283
2018,May,Ontario,246
2018,May,Saskatchewan,11514
2018,June,Alberta,287986
2018,June,British Columbia,142486
2018,June,Canada Total,443508
2018,June,NWT & Yukon,10
2018,June,New Brunswick,0
2018,June,Nova Scotia,1758
2018,June,Ontario,260
2018,June,Saskatchewan,11008
2018,July,Alberta,292331
2018,July,British Columbia,150581
2018,July,Canada Total,456427
2018,July,NWT & Yukon,5
2018,July,New Brunswick,0
2018,July,Nova Scotia,1998
2018,July,Ontario,251
2018,July,Saskatchewan,11260
2018,August,Alberta,297042
2018,August,British Columbia,146058
2018,August,Canada Total,456698
2018,August,NWT & Yukon,4
2018,August,New Brunswick,0
2018,August,Nova Scotia,1940
2018,August,Ontario,262
2018,August,Saskatchewan,11393
2018,September,Alberta,292724
2018,September,British Columbia,146543
2018,September,Canada Total,452363
2018,September,NWT & Yukon,5
2018,September,New Brunswick,0
2018,September,Nova Scotia,1663
2018,September,Ontario,261
2018,September,Saskatchewan,11166
2018,October,Alberta,294758
2018,October,British Columbia,133146
2018,October,Canada Total,441426
2018,October,NWT & Yukon,39
2018,October,New Brunswick,0
2018,October,Nova Scotia,1723
2018,October,Ontario,247
2018,October,Saskatchewan,11513
2018,November,Alberta,299610
2018,November,British Columbia,138036
2018,November,Canada Total,451310
2018,November,NWT & Yukon,172
2018,November,New Brunswick,112
2018,November,Nova Scotia,1706
2018,November,Ontario,246
2018,November,Saskatchewan,11428
2018,December,Alberta,306079
2018,December,British Columbia,153535
2018,December,Canada Total,473183
2018,December,NWT & Yukon,196
2018,December,New Brunswick,335
2018,December,Nova Scotia,1561
2018,December,Ontario,221
2018,December,Saskatchewan,11256
2019,January,Alberta,298505
2019,January,British Columbia,143345
2019,January,Canada Total,453768
2019,January,NWT & Yukon,182
2019,January,New Brunswick,370
2019,January,Nova Scotia,0
2019,January,Ontario,241
2019,January,Saskatchewan,11125
2019,February,Alberta,285033
2019,February,British Columbia,149272
2019,February,Canada Total,445403
2019,February,NWT & Yukon,172
2019,February,New Brunswick,336
2019,February,Nova Scotia,0
2019,February,Ontario,233
2019,February,Saskatchewan,10358
2019,March,Alberta,297548
2019,March,British Columbia,151048
2019,March,Canada Total,460109
2019,March,NWT & Yukon,216
2019,March,New Brunswick,289
2019,March,Nova Scotia,0
2019,March,Ontario,222
2019,March,Saskatchewan,10785
2019,April,Alberta,295891
2019,April,British Columbia,147385
2019,April,Canada Total,455397
2019,April,NWT & Yukon,209
2019,April,New Brunswick,266
2019,April,Nova Scotia,0
2019,April,Ontario,222
2019,April,Saskatchewan,11423
2019,May,Alberta,288164
2019,May,British Columbia,136229
2019,May,Canada Total,436137
2019,May,NWT & Yukon,220
2019,May,New Brunswick,0
2019,May,Nova Scotia,0
2019,May,Ontario,230
2019,May,Saskatchewan,11294
2019,June,Alberta,278300
2019,June,British Columbia,142080
2019,June,Canada Total,432130
2019,June,NWT & Yukon,200
2019,June,New Brunswick,0
2019,June,Nova Scotia,0
2019,June,Ontario,239
2019,June,Saskatchewan,11311
2019,July,Alberta,281509
2019,July,British Columbia,142838
2019,July,Canada Total,435967
2019,July,NWT & Yukon,196
2019,July,New Brunswick,0
2019,July,Nova Scotia,0
2019,July,Ontario,232
2019,July,Saskatchewan,11191
2019,August,Alberta,280441
2019,August,British Columbia,140925
2019,August,Canada Total,432947
2019,August,NWT & Yukon,185
2019,August,New Brunswick,0
2019,August,Nova Scotia,0
2019,August,Ontario,235
2019,August,Saskatchewan,11161
2019,September,Alberta,274624
2019,September,British Columbia,142221
2019,September,Canada Total,428149
2019,September,NWT & Yukon,195
2019,September,New Brunswick,0
2019,September,Nova Scotia,0
2019,September,Ontario,232
2019,September,Saskatchewan,10877
2019,October,Alberta,283630
2019,October,British Columbia,144389
2019,October,Canada Total,439562
2019,October,NWT & Yukon,211
2019,October,New Brunswick,0
2019,October,Nova Scotia,0
2019,October,Ontario,228
2019,October,Saskatchewan,11103
2019,November,Alberta,290718
2019,November,British Columbia,152358
2019,November,Canada Total,454937
2019,November,NWT & Yukon,222
2019,November,New Brunswick,137
2019,November,Nova Scotia,0
2019,November,Ontario,223
2019,November,Saskatchewan,11279
2019,December,Alberta,294505
2019,December,British Columbia,156464
2019,December,Canada Total,462652
2019,December,NWT & Yukon,189
2019,December,New Brunswick,232
2019,December,Nova Scotia,0
2019,December,Ontario,207
2019,December,Saskatchewan,11055
2020,January,Alberta,280354
2020,January,British Columbia,152910
2020,January,Canada Total,444714
2020,January,NWT & Yukon,175
2020,January,New Brunswick,402
2020,January,Nova Scotia,0
2020,January,Ontario,193
2020,January,Saskatchewan,10681
2020,February,Alberta,288224
2020,February,British Columbia,152925
2020,February,Canada Total,452846
2020,February,NWT & Yukon,162
2020,February,New Brunswick,326
2020,February,Nova Scotia,0
2020,February,Ontario,186
2020,February,Saskatchewan,11024
2020,March,Alberta,283207
2020,March,British Columbia,153763
2020,March,Canada Total,448636
2020,March,NWT & Yukon,166
2020,March,New Brunswick,275
2020,March,Nova Scotia,0
2020,March,Ontario,194
2020,March,Saskatchewan,11030
2020,April,Alberta,276351
2020,April,British Columbia,158665
2020,April,Canada Total,446064
2020,April,NWT & Yukon,153
2020,April,New Brunswick,261
2020,April,Nova Scotia,0
2020,April,Ontario,185
2020,April,Saskatchewan,10449
2020,May,Alberta,270285
2020,May,British Columbia,157578
2020,May,Canada Total,437678
2020,May,NWT & Yukon,118
2020,May,New Brunswick,0
2020,May,Nova Scotia,0
2020,May,Ontario,185
2020,May,Saskatchewan,9512
2020,June,Alberta,267831
2020,June,British Columbia,153183
2020,June,Canada Total,430915
2020,June,NWT & Yukon,154
2020,June,New Brunswick,0
2020,June,Nova Scotia,0
2020,June,Ontario,176
2020,June,Saskatchewan,9570
2020,July,Alberta,265992
2020,July,British Columbia,146599
2020,July,Canada Total,422604
2020,July,NWT & Yukon,187
2020,July,New Brunswick,0
2020,July,Nova Scotia,0
2020,July,Ontario,216
2020,July,Saskatchewan,9610
2020,August,Alberta,266691
2020,August,British Columbia,146179
2020,August,Canada Total,422736
2020,August,NWT & Yukon,2
2020,August,New Brunswick,0
2020,August,Nova Scotia,0
2020,August,Ontario,211
2020,August,Saskatchewan,9654
2020,September,Alberta,263133
2020,September,British Columbia,137837
2020,September,Canada Total,410870
2020,September,NWT & Yukon,2
2020,September,New Brunswick,0
2020,September,Nova Scotia,0
2020,September,Ontario,206
2020,September,Saskatchewan,9692
2020,October,Alberta,274980
2020,October,British Columbia,149348
2020,October,Canada Total,434379
2020,October,NWT & Yukon,145
2020,October,New Brunswick,15
2020,October,Nova Scotia,0
2020,October,Ontario,201
2020,October,Saskatchewan,9690
2020,November,Alberta,279896
2020,November,British Columbia,154102
2020,November,Canada Total,444060
2020,November,NWT & Yukon,195
2020,November,New Brunswick,95
2020,November,Nova Scotia,0
2020,November,Ontario,190
2020,November,Saskatchewan,9582
2020,December,Alberta,281573
2020,December,British Columbia,154853
2020,December,Canada Total,446681
2020,December,NWT & Yukon,192
2020,December,New Brunswick,218
2020,December,Nova Scotia,0
2020,December,Ontario,197
2020,December,Saskatchewan,9647
2021,January,Alberta,280010
2021,January,British Columbia,157082
2021,January,Canada Total,446807
2021,January,NWT & Yukon,170
2021,January,New Brunswick,343
2021,January,Nova Scotia,0
2021,January,Ontario,187
2021,January,Saskatchewan,9015
2021,February,Alberta,271372
2021,February,British Columbia,157802
2021,February,Canada Total,438271
2021,February,NWT & Yukon,161
2021,February,New Brunswick,323
2021,February,Nova Scotia,0
2021,February,Ontario,187
2021,February,Saskatchewan,8426
2021,March,Alberta,285874
2021,March,British Columbia,158179
2021,March,Canada Total,453782
2021,March,NWT & Yukon,171
2021,March,New Brunswick,298
2021,March,Nova Scotia,0
2021,March,Ontario,184
2021,March,Saskatchewan,9077
2021,April,Alberta,287414
2021,April,British Columbia,161376
2021,April,Canada Total,458831
2021,April,NWT & Yukon,189
2021,April,New Brunswick,246
2021,April,Nova Scotia,0
2021,April,Ontario,196
2021,April,Saskatchewan,9409
2021,May,Alberta,282263
2021,May,British Columbia,157111
2021,May,Canada Total,448965
2021,May,NWT & Yukon,192
2021,May,New Brunswick,0
2021,May,Nova Scotia,0
2021,May,Ontario,195
2021,May,Saskatchewan,9205
2021,June,Alberta,279416
2021,June,British Columbia,157100
2021,June,Canada Total,445649
2021,June,NWT & Yukon,167
2021,June,New Brunswick,0
2021,June,Nova Scotia,0
2021,June,Ontario,205
2021,June,Saskatchewan,8761
2021,July,Alberta,285369
2021,July,British Columbia,159039
2021,July,Canada Total,453651
2021,July,NWT & Yukon,50
2021,July,New Brunswick,0
2021,July,Nova Scotia,0
2021,July,Ontario,213
2021,July,Saskatchewan,8980
2021,August,Alberta,289232
2021,August,British Columbia,164678
2021,August,Canada Total,463038
2021,August,NWT & Yukon,31
2021,August,New Brunswick,0
2021,August,Nova Scotia,0
2021,August,Ontario,168
2021,August,Saskatchewan,8930
2021,September,Alberta,283808
2021,September,British Columbia,167573
2021,September,Canada Total,460808
2021,September,NWT & Yukon,190
2021,September,New Brunswick,2
2021,September,Nova Scotia,0
2021,September,Ontario,155
2021,September,Saskatchewan,9080
2021,October,Alberta,290235
2021,October,British Columbia,161505
2021,October,Canada Total,461230
2021,October,NWT & Yukon,173
2021,October,New Brunswick,1
2021,October,Nova Scotia,0
2021,October,Ontario,192
2021,October,Saskatchewan,9125
2021,November,Alberta,295359
2021,November,British Columbia,171983
2021,November,Canada Total,477094
2021,November,NWT & Yukon,188
2021,November,New Brunswick,249
2021,November,Nova Scotia,0
2021,November,Ontario,190
2021,November,Saskatchewan,9126
2021,December,Alberta,286711
2021,December,British Columbia,170788
2021,December,Canada Total,466957
2021,December,NWT & Yukon,194
2021,December,New Brunswick,332
2021,December,Nova Scotia,0
2021,December,Ontario,187
2021,December,Saskatchewan,8745
2022,January,Alberta,289498
2022,January,British Columbia,170522
2022,January,Canada Total,469178
2022,January,NWT & Yukon,184
2022,January,New Brunswick,288
2022,January,Nova Scotia,0
2022,January,Ontario,159
2022,January,Saskatchewan,8527
2022,February,Alberta,296884
2022,February,British Columbia,173247
2022,February,Canada Total,479279
2022,February,NWT & Yukon,177
2022,February,New Brunswick,277
2022,February,Nova Scotia,0
2022,February,Ontario,160
2022,February,Saskatchewan,8533
2022,March,Alberta,303096
2022,March,British Columbia,173632
2022,March,Canada Total,486170
2022,March,NWT & Yukon,168
2022,March,New Brunswick,237
2022,March,Nova Scotia,0
2022,March,Ontario,163
2022,March,Saskatchewan,8874
2022,April,Alberta,310446
2022,April,British Columbia,176778
2022,April,Canada Total,496400
2022,April,NWT & Yukon,170
2022,April,New Brunswick,124
2022,April,Nova Scotia,0
2022,April,Ontario,176
2022,April,Saskatchewan,8707
2022,May,Alberta,302011
2022,May,British Columbia,174745
2022,May,Canada Total,486006
2022,May,NWT & Yukon,189
2022,May,New Brunswick,0
2022,May,Nova Scotia,0
2022,May,Ontario,188
2022,May,Saskatchewan,8872
2022,June,Alberta,298256
2022,June,British Columbia,173100
2022,June,Canada Total,480409
2022,June,NWT & Yukon,175
2022,June,New Brunswick,0
2022,June,Nova Scotia,0
2022,June,Ontario,198
2022,June,Saskatchewan,8679
2022,July,Alberta,309144
2022,July,British Columbia,177232
2022,July,Canada Total,495357
2022,July,NWT & Yukon,161
2022,July,New Brunswick,0
2022,July,Nova Scotia,0
2022,July,Ontario,196
2022,July,Saskatchewan,8623
2022,August,Alberta,305344
2022,August,British Columbia,169422
2022,August,Canada Total,483784
2022,August,NWT & Yukon,157
2022,August,New Brunswick,0
2022,August,Nova Scotia,0
2022,August,Ontario,200
2022,August,Saskatchewan,8660
2022,September,Alberta,307788
2022,September,British Columbia,175184
2022,September,Canada Total,492118
2022,September,NWT & Yukon,137
2022,September,New Brunswick,0
2022,September,Nova Scotia,0
2022,September,Ontario,200
2022,September,Saskatchewan,8810
2022,October,Alberta,309619
2022,October,British Columbia,183863
2022,October,Canada Total,502903
2022,October,NWT & Yukon,161
2022,October,New Brunswick,17
2022,October,Nova Scotia,0
2022,October,Ontario,184
2022,October,Saskatchewan,9059
2022,November,Alberta,311159
2022,November,British Columbia,187830
2022,November,Canada Total,508556
2022,November,NWT & Yukon,163
2022,November,New Brunswick,315
2022,November,Nova Scotia,0
2022,November,Ontario,174
2022,November,Saskatchewan,8914
2022,December,Alberta,303442
2022,December,British Columbia,188163
2022,December,Canada Total,500665
2022,December,NWT & Yukon,165
2022,December,New Brunswick,320
2022,December,Nova Scotia,0
2022,December,Ontario,152
2022,December,Saskatchewan,8422
2023,January,Alberta,313562
2023,January,British Columbia,188008
2023,January,Canada Total,510651
2023,January,NWT & Yukon,137
2023,January,New Brunswick,254
2023,January,Nova Scotia,0
2023,January,Ontario,168
2023,January,Saskatchewan,8523
2023,February,Alberta,314905
2023,February,British Columbia,184298
2023,February,Canada Total,508516
2023,February,NWT & Yukon,137
2023,February,New Brunswick,258
2023,February,Nova Scotia,0
2023,February,Ontario,153
2023,February,Saskatchewan,8766
2023,March,Alberta,313318
2023,March,British Columbia,190282
2023,March,Canada Total,512693
2023,March,NWT & Yukon,131
2023,March,New Brunswick,211
2023,March,Nova Scotia,0
2023,March,Ontario,163
2023,March,Saskatchewan,8587
2023,April,Alberta,314085
2023,April,British Columbia,193215
2023,April,Canada Total,516738
2023,April,NWT & Yukon,148
2023,April,New Brunswick,92
2023,April,Nova Scotia,0
2023,April,Ontario,177
2023,April,Saskatchewan,9021
2023,May,Alberta,274588
2023,May,British Columbia,185487
2023,May,Canada Total,469239
2023,May,NWT & Yukon,140
2023,May,New Brunswick,8
2023,May,Nova Scotia,0
2023,May,Ontario,179
2023,May,Saskatchewan,8837
2023,June,Alberta,292851
2023,June,British Columbia,180744
2023,June,Canada Total,482551
2023,June,NWT & Yukon,151
2023,June,New Brunswick,0
2023,June,Nova Scotia,0
2023,June,Ontario,181
2023,June,Saskatchewan,8624
2023,July,Alberta,313778
2023,July,British Columbia,187091
2023,July,Canada Total,510084
2023,July,NWT & Yukon,138
2023,July,New Brunswick,0
2023,July,Nova Scotia,0
2023,July,Ontario,181
2023,July,Saskatchewan,8895
2023,August,Alberta,315852
2023,August,British Columbia,186857
2023,August,Canada Total,511742
2023,August,NWT & Yukon,121
2023,August,New Brunswick,0
2023,August,Nova Scotia,0
2023,August,Ontario,187
2023,August,Saskatchewan,8725
2023,September,Alberta,307381
2023,September,British Columbia,184120
2023,September,Canada Total,500532
2023,September,NWT & Yukon,124
2023,September,New Brunswick,0
2023,September,Nova Scotia,0
2023,September,Ontario,187
2023,September,Saskatchewan,8721
2023,October,Alberta,308638
2023,October,British Columbia,194745
2023,October,Canada Total,512529
2023,October,NWT & Yukon,128
2023,October,New Brunswick,0
2023,October,Nova Scotia,0
2023,October,Ontario,186
2023,October,Saskatchewan,8832
2023,November,Alberta,321726
2023,November,British Columbia,194111
2023,November,Canada Total,525241
2023,November,NWT & Yukon,138
2023,November,New Brunswick,238
2023,November,Nova Scotia,0
2023,November,Ontario,169
2023,November,Saskatchewan,8858
2023,December,Alberta,323014
2023,December,British Columbia,199608
2023,December,Canada Total,532115
2023,December,NWT & Yukon,156
2023,December,New Brunswick,321
2023,December,Nova Scotia,0
2023,December,Ontario,169
2023,December,Saskatchewan,8847
2024,January,Alberta,305107
2024,January,British Columbia,198349
2024,January,Canada Total,512301
2024,January,NWT & Yukon,136
2024,January,New Brunswick,289
2024,January,Nova Scotia,0
2024,January,Ontario,148
2024,January,Saskatchewan,8272
2024,February,Alberta,315782
2024,February,British Columbia,202990
2024,February,Canada Total,528154
2024,February,NWT & Yukon,129
2024,February,New Brunswick,261
2024,February,Nova Scotia,0
2024,February,Ontario,157
2024,February,Saskatchewan,8836
2024,March,Alberta,314574
2024,March,British Columbia,200070
2024,March,Canada Total,523805
2024,March,NWT & Yukon,144
2024,March,New Brunswick,224
2024,March,Nova Scotia,0
2024,March,Ontario,163
2024,March,Saskatchewan,8630
2024,April,Alberta,314444
2024,April,British Columbia,200532
2024,April,Canada Total,524256
2024,April,NWT & Yukon,139
2024,April,New Brunswick,86
2024,April,Nova Scotia,0
2024,April,Ontario,159
2024,April,Saskatchewan,8897
2024,May,Alberta,306582
2024,May,British Columbia,192917
2024,May,Canada Total,508539
2024,May,NWT & Yukon,130
2024,May,New Brunswick,0
2024,May,Nova Scotia,0
2024,May,Ontario,162
2024,May,Saskatchewan,8748
2024,June,Alberta,306328
2024,June,British Columbia,198042
2024,June,Canada Total,513008
2024,June,NWT & Yukon,117
2024,June,New Brunswick,0
2024,June,Nova Scotia,0
2024,June,Ontario,182
2024,June,Saskatchewan,8339
2024,July,Alberta,305644
2024,July,British Columbia,186266
2024,July,Canada Total,500213
2024,July,NWT & Yukon,120
2024,July,New Brunswick,0
2024,July,Nova Scotia,0
2024,July,Ontario,189
2024,July,Saskatchewan,7994
2024,August,Alberta,308700
2024,August,British Columbia,199150
2024,August,Canada Total,516035
2024,August,NWT & Yukon,125
2024,August,New Brunswick,0
2024,August,Nova Scotia,0
2024,August,Ontario,186
2024,August,Saskatchewan,7874
2024,September,Alberta,292066
2024,September,British Columbia,194250
2024,September,Canada Total,494372
2024,September,NWT & Yukon,130
2024,September,New Brunswick,0
2024,September,Nova Scotia,0
2024,September,Ontario,154
2024,September,Saskatchewan,7772
2024,October,Alberta,311436
2024,October,British Columbia,204102
2024,October,Canada Total,524050
2024,October,NWT & Yukon,127
2024,October,New Brunswick,0
2024,October,Nova Scotia,0
2024,October,Ontario,144
2024,October,Saskatchewan,8241
2024,November,Alberta,318961
2024,November,British Columbia,212783
2024,November,Canada Total,540406
2024,November,NWT & Yukon,147
2024,November,New Brunswick,
2024,November,Nova Scotia,0
2024,November,Ontario,141
2024,November,Saskatchewan,8373
2024,December,Alberta,324850
2024,December,British Columbia,216762
2024,December,Canada Total,550182
2024,December,NWT & Yukon,160
2024,December,New Brunswick,
2024,December,Nova Scotia,0
2024,December,Ontario,123
2024,December,Saskatchewan,8287
2025,January,Alberta,325468
2025,January,British Columbia,213759
2025,January,Canada Total,547425
2025,January,NWT & Yukon,146
2025,January,New Brunswick,
2025,January,Nova Scotia,0
2025,January,Ontario,105
2025,January,Saskatchewan,7948
2025,February,Alberta,317009
2025,February,British Columbia,213565
2025,February,Canada Total,538505
2025,February,NWT & Yukon,112
2025,February,New Brunswick,
2025,February,Nova Scotia,0
2025,February,Ontario,111
2025,February,Saskatchewan,7709
2025,March,Alberta,327978
2025,March,British Columbia,212377
2025,March,Canada Total,548946
2025,March,NWT & Yukon,107
2025,March,New Brunswick,
2025,March,Nova Scotia,0
2025,March,Ontario,129
2025,March,Saskatchewan,8355
2025,April,Alberta,326191
2025,April,British Columbia,205848
2025,April,Canada Total,540471
2025,April,NWT & Yukon,112
2025,April,New Brunswick,
2025,April,Nova Scotia,0
2025,April,Ontario,144
2025,April,Saskatchewan,8178
2025,May,Alberta,318420
2025,May,British Columbia,212018
2025,May,Canada Total,538480
2025,May,NWT & Yukon,118
2025,May,New Brunswick,
2025,May,Nova Scotia,0
2025,May,Ontario,146
2025,May,Saskatchewan,7777
2025,June,Alberta,307840
2025,June,British Columbia,206835
2025,June,Canada Total,522979
2025,June,NWT & Yukon,100
2025,June,New Brunswick,
2025,June,Nova Scotia,0
2025,June,Ontario,185
2025,June,Saskatchewan,8019
2025,July,Alberta,315914
2025,July,British Columbia,212040
2025,July,Canada Total,536069
2025,July,NWT & Yukon,101
2025,July,New Brunswick,
2025,July,Nova Scotia,0
2025,July,Ontario,187
2025,July,Saskatchewan,7826
2025,August,Alberta,313706
2025,August,British Columbia,199297
2025,August,Canada Total,521131
2025,August,NWT & Yukon,110
2025,August,New Brunswick,
2025,August,Nova Scotia,0
2025,August,Ontario,174
2025,August,Saskatchewan,7843
2025,September,Alberta,313921
2025,September,British Columbia,190369
2025,September,Canada Total,512361
2025,September,NWT & Yukon,108
2025,September,New Brunswick,
2025,September,Nova Scotia,0
2025,September,Ontario,214
2025,September,Saskatchewan,7750
2025,October,Alberta,321875
2025,October,British Columbia,210933
2025,October,Canada Total,540768
2025,October,NWT & Yukon,
2025,October,New Brunswick,
2025,October,Nova Scotia,0
2025,October,Ontario,197
2025,October,Saskatchewan,7764
2025,November,Alberta,333954
2025,November,British Columbia,
2025,November,Canada Total,
2025,November,NWT & Yukon,
2025,November,New Brunswick,
2025,November,Nova Scotia,
2025,November,Ontario,
2025,November,Saskatchewan,
2025,December,Alberta,
2025,December,British Columbia,
2025,December,Canada Total,
2025,December,NWT & Yukon,
2025,December,New Brunswick,
2025,December,Nova Scotia,
2025,December,Ontario,
2025,December,Saskatchewan,
